PassengerId,Survived,Age,Fare,Pclass_2,Pclass_3,Sex_male,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Embarked_Q,Embarked_S
223,0,51.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,0,25.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,1,38.0,90.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
226,0,22.0,9.35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,1,19.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228,0,20.5,7.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,0,18.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,0,25.0,25.4667,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
231,1,35.0,83.475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
232,0,29.0,7.775,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233,0,59.0,13.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,1,5.0,31.3875,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
235,0,24.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236,0,25.0,7.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,0,44.0,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
238,1,8.0,26.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
239,0,19.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,0,33.0,12.275,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241,0,25.0,14.4542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1,25.0,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
243,0,29.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,0,22.0,7.125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,0,30.0,7.225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,44.0,90.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
247,0,25.0,7.775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,1,24.0,14.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
249,1,37.0,52.5542,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
250,0,54.0,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
251,0,25.0,7.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,0,29.0,10.4625,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
253,0,62.0,26.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,0,30.0,16.1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
255,0,41.0,20.2125,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
256,1,29.0,15.2458,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
257,1,38.0,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1,30.0,86.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,1,35.0,512.3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1,50.0,26.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
261,0,25.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262,1,3.0,31.3875,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
263,0,52.0,79.65,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
264,0,40.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,0,25.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,0,36.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,0,16.0,39.6875,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
268,1,25.0,7.775,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
269,1,58.0,153.4625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
270,1,35.0,135.6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,0,38.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,1,25.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,1,41.0,19.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
274,0,37.0,29.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
275,1,25.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
276,1,63.0,77.9583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
277,0,45.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
278,0,29.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,0,7.0,29.125,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
280,1,35.0,20.25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
281,0,65.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,0,28.0,7.8542,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,0,16.0,9.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,1,19.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285,0,38.0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,0,33.0,8.6625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1,30.0,9.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,0,22.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289,1,42.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
290,1,22.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
291,1,26.0,78.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,1,19.0,91.0792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,36.0,12.875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,24.0,8.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,0,24.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,0,38.0,27.7208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,23.5,7.2292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,2.0,151.55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
299,1,38.0,30.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,1,50.0,247.5208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
301,1,25.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
302,1,25.0,23.25,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
303,0,19.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304,1,29.0,12.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305,0,25.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,1,0.92,151.55,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
307,1,38.0,110.8833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,1,17.0,108.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,30.0,24.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1,30.0,56.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1,24.0,83.1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,18.0,262.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
313,0,26.0,26.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
314,0,28.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,0,43.0,26.25,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
316,1,26.0,7.8542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
317,1,24.0,26.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
318,0,54.0,14.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,1,31.0,164.8667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
320,1,40.0,134.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
321,0,22.0,7.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322,0,27.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,1,30.0,12.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
324,1,22.0,29.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
325,0,25.0,69.55,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
326,1,36.0,135.6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,61.0,6.2375,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328,1,36.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
329,1,31.0,20.525,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
330,1,16.0,57.9792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
331,1,25.0,23.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
332,0,45.5,28.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,0,38.0,153.4625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
334,0,16.0,18.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
335,1,38.0,133.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
336,0,25.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
337,0,29.0,66.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
338,1,41.0,134.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1,45.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,0,45.0,35.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
341,1,2.0,26.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
342,1,24.0,263.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
343,0,28.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,0,25.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
345,0,36.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,1,24.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
347,1,40.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
348,1,25.0,16.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
349,1,3.0,15.9,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
350,0,42.0,8.6625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351,0,23.0,9.225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
352,0,38.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353,0,15.0,7.2292,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
354,0,25.0,17.8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
355,0,25.0,7.225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,28.0,9.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,1,22.0,55.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
358,0,38.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
359,1,25.0,7.8792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,1,25.0,7.8792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
361,0,40.0,27.9,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
362,0,29.0,27.7208,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,45.0,14.4542,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
364,0,35.0,7.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,0,25.0,15.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
366,0,30.0,7.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367,1,60.0,75.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,1,25.0,7.2292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,1,25.0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
370,1,24.0,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,1,25.0,55.4417,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,18.0,6.4958,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
373,0,19.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
374,0,22.0,135.6333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,3.0,21.075,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
376,1,38.0,82.1708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1,22.0,7.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
378,0,27.0,211.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
379,0,20.0,4.0125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,19.0,7.775,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,1,42.0,227.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1,1.0,15.7417,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
383,0,32.0,7.925,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,1,35.0,52.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
385,0,25.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
386,0,18.0,73.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,0,1.0,46.9,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
388,1,36.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,0,25.0,7.7292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
390,1,17.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,1,36.0,120.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
392,1,21.0,7.7958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
393,0,28.0,7.925,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
394,1,23.0,113.275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,1,24.0,16.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
396,0,22.0,7.7958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,0,31.0,7.8542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,0,46.0,26.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,0,23.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,1,28.0,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,1,39.0,7.925,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,0,26.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,0,21.0,9.825,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
404,0,28.0,15.85,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
405,0,20.0,8.6625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
406,0,34.0,21.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
407,0,51.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,1,3.0,18.75,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
409,0,21.0,7.775,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
410,0,25.0,25.4667,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
411,0,25.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,0,25.0,6.8583,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
413,1,33.0,90.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
414,0,29.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,1,44.0,7.925,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,0,25.0,8.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,1,34.0,32.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
418,1,18.0,13.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
419,0,30.0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,0,10.0,24.15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
421,0,25.0,7.8958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,21.0,7.7333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
423,0,29.0,7.875,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
424,0,28.0,14.4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
425,0,18.0,20.2125,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
426,0,25.0,7.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
427,1,28.0,26.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
428,1,19.0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
429,0,25.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
430,1,32.0,8.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,1,28.0,26.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432,1,25.0,16.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
433,1,42.0,26.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
434,0,17.0,7.125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,0,50.0,55.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
436,1,14.0,120.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
437,0,21.0,34.375,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
438,1,24.0,18.75,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
439,0,64.0,263.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
440,0,31.0,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
441,1,45.0,26.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
442,0,20.0,9.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
443,0,25.0,7.775,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
444,1,28.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
445,1,25.0,8.1125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
